,task,block,trial,key_pressed,timestamp,coordinate,rt
297,nav,3,6,right,2021-10-07 13:53:51.397317-07:00,"(3.0, 4.0)",474.892
298,nav,3,6,down,2021-10-07 13:53:54.875313-07:00,"(3.0, 5.0)",3477.996
299,nav,3,6,down,2021-10-07 13:53:55.074726-07:00,"(3.0, 6.0)",199.413
300,nav,3,6,down,2021-10-07 13:53:55.232273-07:00,"(3.0, 7.0)",157.547
301,nav,3,6,left,2021-10-07 13:53:55.546736-07:00,"(2.0, 7.0)",314.46299999999997
302,nav,3,6,left,2021-10-07 13:53:55.682965-07:00,"(1.0, 7.0)",136.22899999999998
303,nav,3,6,up,2021-10-07 13:53:55.898530-07:00,"(1.0, 6.0)",215.565
304,nav,3,7,start,2021-10-07 13:53:56.975102-07:00,"(1.0, 1.0)",0
305,nav,3,7,right,2021-10-07 13:53:57.563887-07:00,"(2.0, 1.0)",588.785
306,nav,3,7,down,2021-10-07 13:53:57.826815-07:00,"(2.0, 2.0)",262.928
307,nav,3,7,down,2021-10-07 13:53:57.964341-07:00,"(2.0, 3.0)",137.526
308,nav,3,7,left,2021-10-07 13:53:58.170747-07:00,"(1.0, 3.0)",206.406
309,nav,3,7,down,2021-10-07 13:53:58.393112-07:00,"(1.0, 4.0)",222.365
310,nav,3,7,down,2021-10-07 13:53:58.562946-07:00,"(1.0, 5.0)",169.834
311,nav,3,7,right,2021-10-07 13:53:58.858537-07:00,"(2.0, 5.0)",295.591
312,nav,3,7,right,2021-10-07 13:53:59.193059-07:00,"(3.0, 5.0)",334.522
313,nav,3,7,down,2021-10-07 13:53:59.418387-07:00,"(3.0, 6.0)",225.328
314,nav,3,7,up,2021-10-07 13:53:59.770012-07:00,"(3.0, 5.0)",351.625
315,nav,3,7,right,2021-10-07 13:54:00.172790-07:00,"(4.0, 5.0)",402.778
316,nav,3,7,right,2021-10-07 13:54:00.346456-07:00,"(5.0, 5.0)",173.666
317,nav,3,7,right,2021-10-07 13:54:00.507095-07:00,"(6.0, 5.0)",160.639
318,nav,3,7,right,2021-10-07 13:54:00.685287-07:00,"(7.0, 5.0)",178.19199999999998
319,nav,3,7,down,2021-10-07 13:54:00.966664-07:00,"(7.0, 6.0)",281.377
320,nav,3,7,down,2021-10-07 13:54:01.133117-07:00,"(7.0, 7.0)",166.453
321,nav,3,7,right,2021-10-07 13:54:01.420171-07:00,"(8.0, 7.0)",287.054
322,nav,3,7,right,2021-10-07 13:54:01.580446-07:00,"(9.0, 7.0)",160.275
323,nav,3,7,up,2021-10-07 13:54:02.043534-07:00,"(9.0, 6.0)",463.088
324,nav,3,7,up,2021-10-07 13:54:02.228669-07:00,"(9.0, 5.0)",185.135
325,nav,3,7,up,2021-10-07 13:54:02.380975-07:00,"(9.0, 4.0)",152.30599999999998
326,nav,3,7,up,2021-10-07 13:54:02.542407-07:00,"(9.0, 3.0)",161.432
327,nav,3,7,up,2021-10-07 13:54:02.715076-07:00,"(9.0, 2.0)",172.66899999999998
328,nav,3,7,up,2021-10-07 13:54:02.829596-07:00,"(9.0, 1.0)",114.52
329,nav,3,8,start,2021-10-07 13:54:03.920747-07:00,"(1.0, 1.0)",0
330,nav,3,8,right,2021-10-07 13:54:04.556621-07:00,"(2.0, 1.0)",635.874
331,nav,3,8,down,2021-10-07 13:54:04.787655-07:00,"(2.0, 2.0)",231.034
332,nav,3,8,down,2021-10-07 13:54:05.012623-07:00,"(2.0, 3.0)",224.968
333,nav,3,8,down,2021-10-07 13:54:05.365793-07:00,"(2.0, 4.0)",353.16999999999996
334,nav,3,8,down,2021-10-07 13:54:05.534902-07:00,"(2.0, 5.0)",169.109
335,nav,3,8,down,2021-10-07 13:54:05.681968-07:00,"(2.0, 6.0)",147.066
336,nav,3,8,right,2021-10-07 13:54:06.033208-07:00,"(3.0, 6.0)",351.24
337,nav,3,8,right,2021-10-07 13:54:06.195117-07:00,"(4.0, 6.0)",161.909
338,nav,3,8,right,2021-10-07 13:54:06.346034-07:00,"(5.0, 6.0)",150.917
339,nav,3,8,right,2021-10-07 13:54:06.610830-07:00,"(6.0, 6.0)",264.796
340,nav,3,8,up,2021-10-07 13:54:06.840637-07:00,"(6.0, 5.0)",229.80700000000002
341,nav,3,8,up,2021-10-07 13:54:07.012723-07:00,"(6.0, 4.0)",172.08599999999998
342,nav,3,8,left,2021-10-07 13:54:07.325858-07:00,"(5.0, 4.0)",313.135
343,nav,3,8,left,2021-10-07 13:54:07.491762-07:00,"(4.0, 4.0)",165.904
344,nav,3,8,up,2021-10-07 13:54:07.687612-07:00,"(4.0, 3.0)",195.85
345,quiz,3,1,,,"(5.0, 3.0)",
346,quiz,3,2,,,"(4.0, 5.0)",
347,quiz,3,3,,,"(3.0, 5.0)",
348,quiz,3,4,,,"(6.0, 4.0)",
349,quiz,3,5,,,"(4.0, 5.0)",
350,quiz,3,6,,,"(6.0, 5.0)",
351,quiz,3,7,,,"(4.0, 4.0)",
352,quiz,3,8,,,"(6.0, 3.0)",
353,nav,4,1,start,2021-10-07 13:57:10.508543-07:00,"(1.0, 1.0)",0
354,nav,4,1,right,2021-10-07 13:57:23.375452-07:00,"(2.0, 1.0)",12866.909
355,nav,4,1,right,2021-10-07 13:57:23.441657-07:00,"(3.0, 1.0)",66.205
356,nav,4,1,right,2021-10-07 13:57:23.610374-07:00,"(4.0, 1.0)",168.717
357,nav,4,1,right,2021-10-07 13:57:23.759920-07:00,"(5.0, 1.0)",149.54600000000002
358,nav,4,1,right,2021-10-07 13:57:24.033637-07:00,"(6.0, 1.0)",273.717
359,nav,4,1,down,2021-10-07 13:57:24.118077-07:00,"(6.0, 2.0)",84.44
360,nav,4,1,down,2021-10-07 13:57:24.284540-07:00,"(6.0, 3.0)",166.463
361,nav,4,1,down,2021-10-07 13:57:24.423002-07:00,"(6.0, 4.0)",138.462
362,nav,4,1,left,2021-10-07 13:57:24.741245-07:00,"(5.0, 4.0)",318.243
363,nav,4,1,left,2021-10-07 13:57:24.889511-07:00,"(4.0, 4.0)",148.26600000000002
364,nav,4,1,left,2021-10-07 13:57:25.029812-07:00,"(3.0, 4.0)",140.30100000000002
365,nav,4,1,down,2021-10-07 13:57:25.291551-07:00,"(3.0, 5.0)",261.739
366,nav,4,1,left,2021-10-07 13:57:25.544173-07:00,"(2.0, 5.0)",252.622
367,nav,4,1,left,2021-10-07 13:57:25.695322-07:00,"(1.0, 5.0)",151.149
368,nav,4,1,down,2021-10-07 13:57:25.968651-07:00,"(1.0, 6.0)",273.329
369,nav,4,1,down,2021-10-07 13:57:26.114950-07:00,"(1.0, 7.0)",146.299
370,nav,4,1,right,2021-10-07 13:57:26.457098-07:00,"(2.0, 7.0)",342.148
371,nav,4,1,right,2021-10-07 13:57:26.639440-07:00,"(3.0, 7.0)",182.342
372,nav,4,2,start,2021-10-07 13:57:27.779047-07:00,"(1.0, 1.0)",0
373,nav,4,2,right,2021-10-07 13:57:27.780471-07:00,"(2.0, 1.0)",1.424
374,nav,4,2,down,2021-10-07 13:57:42.422603-07:00,"(2.0, 2.0)",14642.132
375,nav,4,2,down,2021-10-07 13:57:42.516631-07:00,"(2.0, 3.0)",94.028
376,nav,4,2,down,2021-10-07 13:57:42.918967-07:00,"(2.0, 4.0)",402.336
377,nav,4,2,left,2021-10-07 13:57:43.201282-07:00,"(1.0, 4.0)",282.315
378,nav,4,2,down,2021-10-07 13:57:43.561199-07:00,"(1.0, 5.0)",359.917
379,nav,4,2,down,2021-10-07 13:57:43.727090-07:00,"(1.0, 6.0)",165.89100000000002
380,nav,4,2,down,2021-10-07 13:57:43.856779-07:00,"(1.0, 7.0)",129.689
381,nav,4,2,right,2021-10-07 13:57:44.122563-07:00,"(2.0, 7.0)",265.784
382,nav,4,2,right,2021-10-07 13:57:44.284833-07:00,"(3.0, 7.0)",162.27
383,nav,4,2,right,2021-10-07 13:57:44.454578-07:00,"(4.0, 7.0)",169.745
384,nav,4,2,left,2021-10-07 13:57:44.887443-07:00,"(3.0, 7.0)",432.865
385,nav,4,2,up,2021-10-07 13:57:45.216402-07:00,"(3.0, 6.0)",328.959
386,nav,4,3,start,2021-10-07 13:57:46.328712-07:00,"(1.0, 1.0)",0
387,nav,4,3,right,2021-10-07 13:57:50.508846-07:00,"(2.0, 1.0)",4180.134
388,nav,4,3,down,2021-10-07 13:57:50.715747-07:00,"(2.0, 2.0)",206.901
389,nav,4,3,down,2021-10-07 13:57:50.868898-07:00,"(2.0, 3.0)",153.151
390,nav,4,3,down,2021-10-07 13:57:51.016645-07:00,"(2.0, 4.0)",147.74699999999999
391,nav,4,3,right,2021-10-07 13:57:51.227329-07:00,"(3.0, 4.0)",210.684
392,nav,4,3,right,2021-10-07 13:57:51.399844-07:00,"(4.0, 4.0)",172.51500000000001
393,nav,4,3,right,2021-10-07 13:57:51.581176-07:00,"(5.0, 4.0)",181.332
394,nav,4,3,right,2021-10-07 13:57:51.752883-07:00,"(6.0, 4.0)",171.707
395,nav,4,3,down,2021-10-07 13:57:52.314126-07:00,"(6.0, 5.0)",561.243
396,nav,4,3,right,2021-10-07 13:57:52.522269-07:00,"(7.0, 5.0)",208.143
397,nav,4,3,right,2021-10-07 13:57:52.694703-07:00,"(8.0, 5.0)",172.434
398,nav,4,3,right,2021-10-07 13:57:52.864285-07:00,"(9.0, 5.0)",169.58200000000002
399,nav,4,3,up,2021-10-07 13:57:53.082412-07:00,"(9.0, 4.0)",218.12699999999998
400,nav,4,3,up,2021-10-07 13:57:53.275913-07:00,"(9.0, 3.0)",193.501
401,nav,4,3,up,2021-10-07 13:57:53.411762-07:00,"(9.0, 2.0)",135.849
402,nav,4,3,left,2021-10-07 13:57:54.460522-07:00,"(8.0, 2.0)",1048.76
403,nav,4,4,start,2021-10-07 13:57:55.612547-07:00,"(1.0, 1.0)",0
404,nav,4,4,right,2021-10-07 13:58:28.097335-07:00,"(2.0, 1.0)",32484.788
405,nav,4,4,right,2021-10-07 13:58:28.237826-07:00,"(3.0, 1.0)",140.491
406,nav,4,4,down,2021-10-07 13:58:28.514328-07:00,"(3.0, 2.0)",276.502
407,nav,4,4,down,2021-10-07 13:58:28.658374-07:00,"(3.0, 3.0)",144.04600000000002
408,nav,4,4,down,2021-10-07 13:58:28.817288-07:00,"(3.0, 4.0)",158.914
409,nav,4,4,down,2021-10-07 13:58:28.989520-07:00,"(3.0, 5.0)",172.232
410,nav,4,4,right,2021-10-07 13:58:29.258748-07:00,"(4.0, 5.0)",269.228
411,nav,4,4,right,2021-10-07 13:58:29.387635-07:00,"(5.0, 5.0)",128.887
412,nav,4,4,right,2021-10-07 13:58:29.722477-07:00,"(6.0, 5.0)",334.842
413,nav,4,4,down,2021-10-07 13:58:29.922057-07:00,"(6.0, 6.0)",199.58
414,nav,4,4,down,2021-10-07 13:58:30.069277-07:00,"(6.0, 7.0)",147.22
415,nav,4,4,right,2021-10-07 13:58:30.269072-07:00,"(7.0, 7.0)",199.795
416,nav,4,4,right,2021-10-07 13:58:30.445428-07:00,"(8.0, 7.0)",176.35600000000002
417,nav,4,5,start,2021-10-07 13:58:31.565297-07:00,"(1.0, 1.0)",0
418,nav,4,5,right,2021-10-07 13:58:43.340577-07:00,"(2.0, 1.0)",11775.28
419,nav,4,5,down,2021-10-07 13:58:43.734450-07:00,"(2.0, 2.0)",393.873
420,nav,4,5,down,2021-10-07 13:58:43.916507-07:00,"(2.0, 3.0)",182.057
421,nav,4,5,left,2021-10-07 13:58:44.148096-07:00,"(1.0, 3.0)",231.589
422,nav,4,5,down,2021-10-07 13:58:44.411406-07:00,"(1.0, 4.0)",263.31
423,nav,4,5,down,2021-10-07 13:58:44.549539-07:00,"(1.0, 5.0)",138.133
424,nav,4,5,right,2021-10-07 13:58:44.917604-07:00,"(2.0, 5.0)",368.065
425,nav,4,5,right,2021-10-07 13:58:45.089340-07:00,"(3.0, 5.0)",171.736
426,nav,4,5,right,2021-10-07 13:58:45.260731-07:00,"(4.0, 5.0)",171.391
427,nav,4,5,up,2021-10-07 13:58:45.485621-07:00,"(4.0, 4.0)",224.89000000000001
428,nav,4,5,up,2021-10-07 13:58:45.645062-07:00,"(4.0, 3.0)",159.441
429,nav,4,5,up,2021-10-07 13:58:45.790032-07:00,"(4.0, 2.0)",144.97
430,nav,4,5,up,2021-10-07 13:58:45.909974-07:00,"(4.0, 1.0)",119.942
431,nav,4,5,right,2021-10-07 13:58:46.133025-07:00,"(5.0, 1.0)",223.051
432,nav,4,5,right,2021-10-07 13:58:46.303828-07:00,"(6.0, 1.0)",170.803
433,nav,4,5,down,2021-10-07 13:58:46.665235-07:00,"(6.0, 2.0)",361.407
434,nav,4,6,start,2021-10-07 13:58:47.765157-07:00,"(1.0, 1.0)",0
435,nav,4,6,right,2021-10-07 13:58:58.175149-07:00,"(2.0, 1.0)",10409.992
436,nav,4,6,right,2021-10-07 13:58:58.340132-07:00,"(3.0, 1.0)",164.983
437,nav,4,6,right,2021-10-07 13:58:58.475404-07:00,"(4.0, 1.0)",135.272
438,nav,4,6,right,2021-10-07 13:58:58.610925-07:00,"(5.0, 1.0)",135.52100000000002
439,nav,4,6,down,2021-10-07 13:58:59.260428-07:00,"(5.0, 2.0)",649.503
440,nav,4,6,down,2021-10-07 13:58:59.524573-07:00,"(5.0, 3.0)",264.14500000000004
441,nav,4,6,down,2021-10-07 13:58:59.676666-07:00,"(5.0, 4.0)",152.09300000000002
442,nav,4,6,down,2021-10-07 13:58:59.996556-07:00,"(5.0, 5.0)",319.89
443,nav,4,6,down,2021-10-07 13:59:00.171767-07:00,"(5.0, 6.0)",175.211
444,nav,4,6,down,2021-10-07 13:59:00.303367-07:00,"(5.0, 7.0)",131.6
445,nav,4,6,right,2021-10-07 13:59:00.532052-07:00,"(6.0, 7.0)",228.685
446,nav,4,6,right,2021-10-07 13:59:00.688488-07:00,"(7.0, 7.0)",156.43599999999998
447,nav,4,6,up,2021-10-07 13:59:00.884461-07:00,"(7.0, 6.0)",195.973
448,nav,4,7,start,2021-10-07 13:59:01.999330-07:00,"(1.0, 1.0)",0
449,nav,4,7,right,2021-10-07 13:59:09.849668-07:00,"(2.0, 1.0)",7850.338
450,nav,4,7,down,2021-10-07 13:59:10.286292-07:00,"(2.0, 2.0)",436.624
451,nav,4,7,down,2021-10-07 13:59:10.427624-07:00,"(2.0, 3.0)",141.33200000000002
452,nav,4,7,down,2021-10-07 13:59:10.582450-07:00,"(2.0, 4.0)",154.826
453,nav,4,7,right,2021-10-07 13:59:10.821903-07:00,"(3.0, 4.0)",239.453
454,nav,4,7,right,2021-10-07 13:59:10.984445-07:00,"(4.0, 4.0)",162.542
455,nav,4,7,up,2021-10-07 13:59:11.159567-07:00,"(4.0, 3.0)",175.122
456,nav,4,7,up,2021-10-07 13:59:11.304570-07:00,"(4.0, 2.0)",145.003
457,nav,4,7,up,2021-10-07 13:59:11.454083-07:00,"(4.0, 1.0)",149.513
458,nav,4,8,start,2021-10-07 13:59:12.569434-07:00,"(1.0, 1.0)",0
459,nav,4,8,right,2021-10-07 13:59:17.611772-07:00,"(2.0, 1.0)",5042.338
460,nav,4,8,right,2021-10-07 13:59:17.760755-07:00,"(3.0, 1.0)",148.983
461,nav,4,8,right,2021-10-07 13:59:17.898295-07:00,"(4.0, 1.0)",137.54
462,nav,4,8,right,2021-10-07 13:59:18.044878-07:00,"(5.0, 1.0)",146.583
463,nav,4,8,right,2021-10-07 13:59:22.351840-07:00,"(6.0, 1.0)",4306.962
464,nav,4,8,down,2021-10-07 13:59:22.614149-07:00,"(6.0, 2.0)",262.309
465,nav,4,8,down,2021-10-07 13:59:22.798246-07:00,"(6.0, 3.0)",184.097
466,nav,4,8,left,2021-10-07 13:59:22.999387-07:00,"(5.0, 3.0)",201.141
467,nav,4,8,left,2021-10-07 13:59:23.136906-07:00,"(4.0, 3.0)",137.519
468,nav,4,8,left,2021-10-07 13:59:23.288024-07:00,"(3.0, 3.0)",151.118
469,quiz,4,1,,,"(9.0, 4.0)",
470,quiz,4,2,,,"(6.0, 7.0)",
471,quiz,4,3,,,"(3.0, 4.0)",
472,quiz,4,4,,,"(3.0, 4.0)",
473,quiz,4,5,,,"(3.0, 4.0)",
474,quiz,4,6,,,"(3.0, 4.0)",
475,quiz,4,7,,,"(5.0, 4.0)",
476,quiz,4,8,,,"(3.0, 5.0)",
477,nav,5,1,start,2021-10-07 14:00:37.819014-07:00,"(1.0, 1.0)",0
478,nav,5,1,right,2021-10-07 14:01:38.393007-07:00,"(2.0, 1.0)",60573.993
479,nav,5,1,down,2021-10-07 14:01:38.705764-07:00,"(2.0, 2.0)",312.757
480,nav,5,1,down,2021-10-07 14:01:38.810350-07:00,"(2.0, 3.0)",104.586
481,nav,5,1,down,2021-10-07 14:01:38.968840-07:00,"(2.0, 4.0)",158.48999999999998
482,nav,5,1,right,2021-10-07 14:01:39.465112-07:00,"(3.0, 4.0)",496.272
483,nav,5,1,right,2021-10-07 14:01:39.465145-07:00,"(4.0, 4.0)",0.033
484,nav,5,1,up,2021-10-07 14:01:39.902756-07:00,"(4.0, 3.0)",437.61100000000005
485,nav,5,1,up,2021-10-07 14:01:40.041534-07:00,"(4.0, 2.0)",138.77800000000002
486,nav,5,1,up,2021-10-07 14:01:40.399298-07:00,"(4.0, 1.0)",357.764
487,nav,5,1,right,2021-10-07 14:01:40.687768-07:00,"(5.0, 1.0)",288.47
488,nav,5,1,right,2021-10-07 14:01:40.829762-07:00,"(6.0, 1.0)",141.994
489,nav,5,1,right,2021-10-07 14:01:40.969802-07:00,"(7.0, 1.0)",140.04
490,nav,5,1,right,2021-10-07 14:01:41.259342-07:00,"(8.0, 1.0)",289.54
491,nav,5,1,left,2021-10-07 14:01:41.711412-07:00,"(7.0, 1.0)",452.07000000000005
492,nav,5,1,left,2021-10-07 14:01:41.831832-07:00,"(6.0, 1.0)",120.42
493,nav,5,1,left,2021-10-07 14:01:41.984810-07:00,"(5.0, 1.0)",152.978
494,nav,5,1,left,2021-10-07 14:01:42.118965-07:00,"(4.0, 1.0)",134.155
495,nav,5,1,down,2021-10-07 14:01:42.385645-07:00,"(4.0, 2.0)",266.67999999999995
496,nav,5,1,down,2021-10-07 14:01:42.520841-07:00,"(4.0, 3.0)",135.196
497,nav,5,1,down,2021-10-07 14:01:42.738355-07:00,"(4.0, 4.0)",217.514
498,nav,5,1,left,2021-10-07 14:01:43.103260-07:00,"(3.0, 4.0)",364.905
499,nav,5,1,left,2021-10-07 14:01:43.255673-07:00,"(2.0, 4.0)",152.41299999999998
500,nav,5,1,left,2021-10-07 14:01:43.390058-07:00,"(1.0, 4.0)",134.385
501,nav,5,1,down,2021-10-07 14:01:43.679878-07:00,"(1.0, 5.0)",289.82000000000005
502,nav,5,1,down,2021-10-07 14:01:43.809382-07:00,"(1.0, 6.0)",129.50400000000002
503,nav,5,1,down,2021-10-07 14:01:43.970090-07:00,"(1.0, 7.0)",160.708
504,nav,5,1,right,2021-10-07 14:01:44.370627-07:00,"(2.0, 7.0)",400.537
505,nav,5,1,right,2021-10-07 14:01:44.521999-07:00,"(3.0, 7.0)",151.372
506,nav,5,1,right,2021-10-07 14:01:44.695009-07:00,"(4.0, 7.0)",173.01
507,nav,5,1,left,2021-10-07 14:01:45.046307-07:00,"(3.0, 7.0)",351.298
508,nav,5,1,up,2021-10-07 14:01:45.288142-07:00,"(3.0, 6.0)",241.835
509,nav,5,2,start,2021-10-07 14:01:46.403578-07:00,"(1.0, 1.0)",0
510,nav,5,2,right,2021-10-07 14:01:48.259971-07:00,"(2.0, 1.0)",1856.393
511,nav,5,2,down,2021-10-07 14:01:48.504558-07:00,"(2.0, 2.0)",244.587
512,nav,5,2,down,2021-10-07 14:01:48.659020-07:00,"(2.0, 3.0)",154.462
513,nav,5,2,down,2021-10-07 14:01:48.795193-07:00,"(2.0, 4.0)",136.173
514,nav,5,2,right,2021-10-07 14:01:49.041161-07:00,"(3.0, 4.0)",245.968
515,nav,5,2,right,2021-10-07 14:01:49.206784-07:00,"(4.0, 4.0)",165.623
516,nav,5,2,up,2021-10-07 14:01:49.385399-07:00,"(4.0, 3.0)",178.615
517,nav,5,2,up,2021-10-07 14:01:49.554107-07:00,"(4.0, 2.0)",168.708
518,nav,5,2,up,2021-10-07 14:01:49.688657-07:00,"(4.0, 1.0)",134.55
519,nav,5,2,down,2021-10-07 14:01:49.989560-07:00,"(4.0, 2.0)",300.90299999999996
520,nav,5,2,down,2021-10-07 14:01:50.154533-07:00,"(4.0, 3.0)",164.973
521,nav,5,2,down,2021-10-07 14:01:50.300843-07:00,"(4.0, 4.0)",146.31
522,nav,5,2,right,2021-10-07 14:01:50.740792-07:00,"(5.0, 4.0)",439.94899999999996
523,nav,5,2,right,2021-10-07 14:01:50.890414-07:00,"(6.0, 4.0)",149.622
524,nav,5,2,down,2021-10-07 14:01:51.084929-07:00,"(6.0, 5.0)",194.515
525,nav,5,2,down,2021-10-07 14:01:51.261875-07:00,"(6.0, 6.0)",176.946
526,nav,5,2,up,2021-10-07 14:01:51.612408-07:00,"(6.0, 5.0)",350.53299999999996
527,nav,5,2,right,2021-10-07 14:01:51.840671-07:00,"(7.0, 5.0)",228.263
528,nav,5,2,right,2021-10-07 14:01:52.016599-07:00,"(8.0, 5.0)",175.928
529,nav,5,2,right,2021-10-07 14:01:52.154613-07:00,"(9.0, 5.0)",138.014
530,nav,5,2,up,2021-10-07 14:01:52.448458-07:00,"(9.0, 4.0)",293.845
531,nav,5,2,up,2021-10-07 14:01:52.615717-07:00,"(9.0, 3.0)",167.259
532,nav,5,2,up,2021-10-07 14:01:52.759650-07:00,"(9.0, 2.0)",143.933
533,nav,5,2,left,2021-10-07 14:01:52.992058-07:00,"(8.0, 2.0)",232.40800000000002
534,nav,5,3,start,2021-10-07 14:01:54.105867-07:00,"(1.0, 1.0)",0
535,nav,5,3,right,2021-10-07 14:01:54.736573-07:00,"(2.0, 1.0)",630.706
536,nav,5,3,down,2021-10-07 14:01:54.999148-07:00,"(2.0, 2.0)",262.575
537,nav,5,3,down,2021-10-07 14:01:55.154609-07:00,"(2.0, 3.0)",155.46099999999998
538,nav,5,3,down,2021-10-07 14:01:55.509847-07:00,"(2.0, 4.0)",355.238
539,nav,5,3,right,2021-10-07 14:01:55.711974-07:00,"(3.0, 4.0)",202.127
540,nav,5,3,right,2021-10-07 14:01:56.382548-07:00,"(4.0, 4.0)",670.574
541,nav,5,3,up,2021-10-07 14:01:56.566867-07:00,"(4.0, 3.0)",184.31900000000002
542,nav,5,3,up,2021-10-07 14:01:56.730705-07:00,"(4.0, 2.0)",163.83800000000002
543,nav,5,3,up,2021-10-07 14:01:57.099943-07:00,"(4.0, 1.0)",369.238
544,nav,5,4,start,2021-10-07 14:01:58.217287-07:00,"(1.0, 1.0)",0
545,nav,5,4,right,2021-10-07 14:01:58.852559-07:00,"(2.0, 1.0)",635.2719999999999
546,nav,5,4,right,2021-10-07 14:01:59.003564-07:00,"(3.0, 1.0)",151.005
547,nav,5,4,right,2021-10-07 14:01:59.162801-07:00,"(4.0, 1.0)",159.237
548,nav,5,4,right,2021-10-07 14:01:59.301449-07:00,"(5.0, 1.0)",138.648
549,nav,5,4,down,2021-10-07 14:01:59.587470-07:00,"(5.0, 2.0)",286.021
550,nav,5,4,down,2021-10-07 14:01:59.761696-07:00,"(5.0, 3.0)",174.226
551,nav,5,4,down,2021-10-07 14:01:59.918831-07:00,"(5.0, 4.0)",157.135
552,nav,5,4,down,2021-10-07 14:02:00.060880-07:00,"(5.0, 5.0)",142.049
553,nav,5,4,down,2021-10-07 14:02:00.170116-07:00,"(5.0, 6.0)",109.236
554,nav,5,4,down,2021-10-07 14:02:00.305989-07:00,"(5.0, 7.0)",135.873
555,nav,5,4,right,2021-10-07 14:02:00.485714-07:00,"(6.0, 7.0)",179.725
556,nav,5,4,right,2021-10-07 14:02:00.676253-07:00,"(7.0, 7.0)",190.539
557,nav,5,4,up,2021-10-07 14:02:00.897140-07:00,"(7.0, 6.0)",220.887
558,nav,5,5,start,2021-10-07 14:02:02.012246-07:00,"(1.0, 1.0)",0
559,nav,5,5,right,2021-10-07 14:02:03.394662-07:00,"(2.0, 1.0)",1382.4160000000002
560,nav,5,5,right,2021-10-07 14:02:03.562324-07:00,"(3.0, 1.0)",167.662
561,nav,5,5,right,2021-10-07 14:02:03.726788-07:00,"(4.0, 1.0)",164.464
562,nav,5,5,right,2021-10-07 14:02:03.858784-07:00,"(5.0, 1.0)",131.996
563,nav,5,5,right,2021-10-07 14:02:04.214036-07:00,"(6.0, 1.0)",355.252
564,nav,5,5,down,2021-10-07 14:02:04.420428-07:00,"(6.0, 2.0)",206.392
565,nav,5,5,down,2021-10-07 14:02:04.571232-07:00,"(6.0, 3.0)",150.804
566,nav,5,5,down,2021-10-07 14:02:04.923027-07:00,"(6.0, 4.0)",351.795
567,nav,5,5,left,2021-10-07 14:02:05.147168-07:00,"(5.0, 4.0)",224.14100000000002
568,nav,5,5,left,2021-10-07 14:02:05.286222-07:00,"(4.0, 4.0)",139.054
569,nav,5,5,left,2021-10-07 14:02:05.434950-07:00,"(3.0, 4.0)",148.728
570,nav,5,5,down,2021-10-07 14:02:05.958164-07:00,"(3.0, 5.0)",523.2139999999999
571,nav,5,5,left,2021-10-07 14:02:06.230582-07:00,"(2.0, 5.0)",272.418
572,nav,5,5,left,2021-10-07 14:02:06.397484-07:00,"(1.0, 5.0)",166.902
573,nav,5,5,down,2021-10-07 14:02:06.602678-07:00,"(1.0, 6.0)",205.194
574,nav,5,5,down,2021-10-07 14:02:06.785096-07:00,"(1.0, 7.0)",182.418
575,nav,5,5,right,2021-10-07 14:02:06.960187-07:00,"(2.0, 7.0)",175.091
576,nav,5,5,right,2021-10-07 14:02:07.116620-07:00,"(3.0, 7.0)",156.433
577,nav,5,6,start,2021-10-07 14:02:08.223657-07:00,"(1.0, 1.0)",0
578,nav,5,6,right,2021-10-07 14:02:08.224779-07:00,"(2.0, 1.0)",1.1219999999999999
579,nav,5,6,down,2021-10-07 14:02:09.750975-07:00,"(2.0, 2.0)",1526.1960000000001
580,nav,5,6,down,2021-10-07 14:02:10.116265-07:00,"(2.0, 3.0)",365.29
581,nav,5,6,left,2021-10-07 14:02:10.394412-07:00,"(1.0, 3.0)",278.147
582,nav,5,6,down,2021-10-07 14:02:10.752085-07:00,"(1.0, 4.0)",357.673
583,nav,5,6,down,2021-10-07 14:02:10.934104-07:00,"(1.0, 5.0)",182.01899999999998
584,nav,5,6,right,2021-10-07 14:02:11.222995-07:00,"(2.0, 5.0)",288.891
585,nav,5,6,right,2021-10-07 14:02:11.396870-07:00,"(3.0, 5.0)",173.875
586,nav,5,6,right,2021-10-07 14:02:11.552885-07:00,"(4.0, 5.0)",156.015
587,nav,5,6,up,2021-10-07 14:02:11.765400-07:00,"(4.0, 4.0)",212.51500000000001
588,nav,5,6,up,2021-10-07 14:02:11.907469-07:00,"(4.0, 3.0)",142.069
589,nav,5,6,up,2021-10-07 14:02:12.067449-07:00,"(4.0, 2.0)",159.98000000000002
590,nav,5,6,up,2021-10-07 14:02:12.202360-07:00,"(4.0, 1.0)",134.911
591,nav,5,6,right,2021-10-07 14:02:12.538805-07:00,"(5.0, 1.0)",336.445
592,nav,5,6,right,2021-10-07 14:02:12.742442-07:00,"(6.0, 1.0)",203.637
593,nav,5,6,down,2021-10-07 14:02:13.144620-07:00,"(6.0, 2.0)",402.178
594,nav,5,7,start,2021-10-07 14:02:14.254285-07:00,"(1.0, 1.0)",0
595,nav,5,7,right,2021-10-07 14:02:15.044376-07:00,"(2.0, 1.0)",790.091
596,nav,5,7,right,2021-10-07 14:02:15.334520-07:00,"(3.0, 1.0)",290.144
597,nav,5,7,down,2021-10-07 14:02:15.561908-07:00,"(3.0, 2.0)",227.388
